Bill Name,Summary,Representative,Committee,Preamble,Word Link
S. 71,Enhanced Penalty for Law Enforcement Officer,Hembree,Judiciary.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-3-607 SO AS TO CREATE AN ENHANCED PENALTY FOR CONVICTIONS BY PERSONS UNDER SECTION 16-3-600 AGAINST LAW ENFORCEMENT OFFICERS DURING THE PERFORMANCE OF THEIR OFFICIAL DUTIES.,https://www.scstatehouse.gov/sess126_2025-2026/bills/71.docx
S. 72,Distribution of Intimate Images,Hembree,Judiciary.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-15-330 SO AS TO PROVIDE DEFINITIONS RELATING TO THE DISTRIBUTION OF INTIMATE IMAGES; BY ADDING SECTION 16-15-332 SO AS TO MAKE IT UNLAWFUL FOR A PERSON TO INTENTIONALLY DISSEMINATE AN INTIMATE IMAGE OR A DIGITALLY FORGED INTIMATE IMAGE OF ANOTHER PERSON WITHOUT EFFECTIVE CONSENT OF THE DEPICTED PERSON; AND BY ADDING SECTION 16-15-333 SO AS TO PROVIDE A PENALTY FOR THE UNLAWFUL DISSEMINATION OF INTIMATE IMAGES.,https://www.scstatehouse.gov/sess126_2025-2026/bills/72.docx
S. 73,Enhanced Penalties,Hembree,Judiciary.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-3-605 SO AS TO CREATE AN ENHANCED PENALTY FOR CONVICTIONS BY PERSONS UNDER SECTION 16-3-600 AGAINST EDUCATIONAL PROFESSIONALS DURING THE PERFORMANCE OF THEIR OFFICIAL DUTIES.,https://www.scstatehouse.gov/sess126_2025-2026/bills/73.docx
S. 74,Electronic Records,Hembree,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 17-13-142 SO AS TO AUTHORIZE A LAW ENFORCEMENT OFFICER, A CIRCUIT SOLICITOR, OR THE ATTORNEY GENERAL TO REQUIRE THE DISCLOSURE OF ELECTRONIC COMMUNICATIONS AND OTHER RELATED RECORDS BY A PROVIDER OF AN ELECTRONIC COMMUNICATION SERVICE OR REMOTE COMPUTING SERVICE UNDER CERTAIN CIRCUMSTANCES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/74.docx
S. 75,Ethics Fines,Hembree,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 7-13-353 SO AS TO REQUIRE A DECLARATION BY A CANDIDATE OF FINES OWED TO THE STATE ETHICS COMMISSION, SENATE ETHICS COMMITTEE, OR HOUSE ETHICS COMMITTEE, AND TO FURTHER PROVIDE THAT A CANDIDATE MAY NOT BE PLACED ON A BALLOT UNLESS THE CANDIDATE IS ENROLLED IN A PAYMENT PLAN FOR THE OUTSTANDING FINES AND IS NOT IN DEFAULT; AND TO PROVIDE FOR THE ONE TIME REDUCTION OF OUTSTANDING FINE BALANCES OVER FIVE THOUSAND DOLLARS TO BE REDUCED TO FIVE THOUSAND DOLLARS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/75.docx
S. 76,Criminal Gang and Anti-Racketeering,Hembree,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-8-230, RELATING TO DEFINITIONS, SO AS TO PROVIDE APPROPRIATE DEFINITIONS; BY AMENDING SECTION 16-8-240, RELATING TO USE OF OR THREAT OF PHYSICAL VIOLENCE BY CRIMINAL GANG MEMBERS AND PENALTIES, SO AS TO ESTABLISH UNLAWFUL CRIMINAL GANG ACTIVITY; BY ADDING SECTION 16-8-245 SO AS TO PROVIDE ADMISSIBILITY OF CRIMINAL GANG AND CRIMINAL GANG ACTIVITY EVIDENCE DURING A TRIAL OR PROCEEDING; BY AMENDING SECTION 16-8-250, RELATING TO PREVENTING WITNESSES OR VICTIMS FROM TESTIFYING AND PENALTIES, SO AS TO PROVIDE A MECHANISM TO ABATE A PUBLIC NUISANCE OF REAL PROPERTY USED BY A CRIMINAL GANG ; BY ADDING SECTION 16-8-275 SO AS TO PROVIDE ADMISSIBILITY IN A CRIMINAL PROCEEDING OF THE ACCUSED'S COMMISSION OF CRIMINAL GANG ACTIVITY; BY ADDING SECTION 16-8-520 SO AS TO PROVIDE APPROPRIATE DEFINITIONS FOR THE ANTI RACKETEERING ACT; BY ADDING SECTION 16-8-530 SO AS TO MAKE IT UNLAWFUL FOR ANY PERSON TO ENGAGE IN RACKETEERING ACTIVITY; BY ADDING SECTION 16-8-540 SO AS TO PROVIDE CRIMINAL PENALTIES FOR ENGAGING IN RACKETEERING ACTIVITY; BY ADDING SECTION 16-8-550 SO AS TO PROVIDE THAT THE CIRCUIT COURT MAY ENJOIN VIOLATIONS OF THE ANTI-RACKETEERING ACT BY ISSUING APPROPRIATE ORDERS; BY ADDING SECTION 16-8-560 SO AS TO ESTABLISH JURISDICTION FOR RACKETEERING ACTIVITY; BY ADDING SECTION 16-8-570 SO AS TO PROVIDE PROTECTION FROM DISCLOSURE OF INFORMANTS; AND BY AMENDING SECTION 14-7-1630, RELATING TO JURISDICTION OF JURIES, NOTIFICATION TO IMPANEL JURIES, POWERS AND DUTIES OF IMPANELING AND PRESIDING JUDGES, THE TRANSFER OF INCOMPLETE INVESTIGATIONS, EFFECTIVE DATES AND NOTICE REQUIREMENTS WITH RESPECT TO ORDERS OF JUDGE, AND APPEALS, SO AS TO ADD THE CRIME OF RACKETEERING TO THE JURISDICTION OF THE STATE GRAND JURY.",https://www.scstatehouse.gov/sess126_2025-2026/bills/76.docx
S. 77,Streaming of School Board Meetings,Hembree,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-19-85 SO AS TO PROMOTE PUBLIC ACCESS TO SCHOOL BOARD MEETINGS BY REQUIRING SCHOOL BOARDS TO ADOPT AND IMPLEMENT POLICIES THAT PROVIDE ELECTRONIC TRANSMISSION OF SUCH MEETINGS AND TO PROVIDE RELATED REQUIREMENTS OF THE STATE BOARD OF EDUCATION; AND TO PROVIDE THAT THE PROVISIONS OF THIS ACT MUST BE IMPLEMENTED BY JULY 1, 2025.",https://www.scstatehouse.gov/sess126_2025-2026/bills/77.docx
S. 78,Work Experience Credit for Educators,Hembree and Young,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-25-60 SO AS TO PROVIDE THAT AN INDIVIDUAL'S PRIOR WORK EXPERIENCE MAY BE AWARDED ON AN INITIAL TEACHING CERTIFICATE IF THE PRIOR EXPERIENCE IS IN OR RELATED TO THE CONTENT FIELD OF THE CERTIFICATE, AND TO PROVIDE THAT EXISTING CERTIFICATE HOLDERS MAY RECEIVE CREDIT FOR PRIOR WORK EXPERIENCE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/78.docx
S. 79,Noncertified Teacher Pilot Program,Hembree,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-18-1115 SO AS TO ESTABLISH A PILOT PROGRAM TO PERMIT PUBLIC SCHOOL DISTRICTS TO HIRE NONCERTIFIED TEACHERS IN A RATIO UP TO TEN PERCENT OF ITS ENTIRE TEACHING STAFF, TO PROVIDE ACADEMIC, EVALUATION, AND EXPERIENCE REQUIREMENTS, TO FURTHER THE PROGRAM FOR ANNUAL PROGRAM REPORTING, AND TO PROVIDE NONCERTIFIED TEACHER REGISTRATION AND CLEARANCE REQUIREMENTS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/79.docx
S. 80,Debit Card Payment for Lottery Games,Hembree,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-150-70, RELATING TO TEMPORARY REGULATIONS, INITIAL AVAILABILITY OF TICKETS, AND ALTERNATE USE FOR NONWINNING TICKETS, SO AS TO ALLOW PAYMENT BY DEBIT CARD.",https://www.scstatehouse.gov/sess126_2025-2026/bills/80.docx
S. 81,Nursing Home Staff,Turner,Medical Affairs.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 44-7-262(A), RELATING TO MINIMUM RESIDENT-STAFF RATIOS FOR NURSING HOMES, SO AS TO ALLOW FOR THE DIVISION OF MEMORY CARE FACILITIES AND ASSISTED LIVING FACILITIES AND TO REQUIRE SUFFICIENT STAFF TO PROVIDE APPROPRIATE CARE FOR THE RESIDENTS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/81.docx
S. 82,Flag at Polling Locations,Turner,Judiciary.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 10-1-169 SO AS TO PROVIDE THAT THE UNITED STATES FLAG AND THE STATE FLAG SHALL BE DISPLAYED AT ALL POLLING LOCATIONS.,https://www.scstatehouse.gov/sess126_2025-2026/bills/82.docx
S. 83,Postsecondary closings,Young,Education.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-101-440 SO AS TO AUTHORIZE THE PRESIDENT OR CHANCELLOR OF A PUBLIC INSTITUTION OF HIGHER LEARNING TO CLOSE THE INSTITUTION TO PROTECT THE HEALTH AND SAFETY OF ITS EMPLOYEES AND STUDENTS FROM HAZARDOUS WEATHER OR EMERGENCY CONDITIONS.,https://www.scstatehouse.gov/sess126_2025-2026/bills/83.docx
S. 84,Interest on Campaign Bank Accounts,Young and Graham,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 8-13-1312, RELATING TO CAMPAIGN BANK ACCOUNTS, SO AS TO PROVIDE THAT ALL CONTRIBUTIONS RECEIVED BY CANDIDATES SHALL BE DEPOSITED INTO AN INTEREST ON CAMPAIGN ACCOUNT KNOWN AS AN ""IOCA"", TO PROVIDE THAT AN IOCA SHALL BE ESTABLISHED WITH AN ELIGIBLE INSTITUTION THAT VOLUNTARILY CHOOSES TO PARTICIPATE, TO PROVIDE FOR THE RATE OF INTEREST OR DIVIDENDS PAYABLE ON ANY IOCA, TO PROVIDE THAT ONE PERCENT OF ALL CONTRIBUTIONS DEPOSITED INTO AN IOCA SHALL BE REMITTED TO BENEFIT THE STATE ETHICS COMMISSION, AND TO PROVIDE THAT THE FUNDS REMITTED TO THE STATE ETHICS COMMISSION SHALL BE USED BY THE STATE ETHICS COMMISSION TO CREATE A POSITION OR POSITIONS WITHIN ITS EMPLOY TO CHECK AND CONFIRM THE COMPLETENESS OF CANDIDATE FILINGS; BY AMENDING SECTION 8-13-320, RELATING TO DUTIES AND POWERS OF THE STATE ETHICS COMMISSION SO AS TO PROVIDE THAT THOSE DUTIES AND RESPONSIBILITIES INCLUDE RECEIVING, ADMINISTERING, INVESTING, DISBURSING, AND SEPARATELY ACCOUNTING FOR FUNDS REMITTED TO IT; AND BY AMENDING SECTION 8-13-340, RELATING TO ANNUAL REPORTS OF THE COMMISSION, SO AS TO PROVIDE THAT THE STATE ETHICS COMMISSION SHALL INCLUDE IN ITS REPORT TO THE GENERAL ASSEMBLY AND THE GOVERNOR THE AMOUNT OF FUNDS IT HAS RECEIVED FROM IOCAS, AND TO DEFINE NECESSARY TERMS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/84.docx
S. 85,Street Gang and Criminal Enterprise Prevention,Young,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS SO AS TO ENACT THE ""SOUTH CAROLINA CRIMINAL ENTERPRISE AND RACKETEERING SUPPRESSION ACT""; BY AMENDING ARTICLE 3 OF CHAPTER 8, TITLE 16, RELATING TO THE CRIMINAL GANG PREVENTION ACT, SO AS TO RETITLE THE ARTICLE, REVISE THE DEFINITIONS FOR PURPOSES OF THE ARTICLE, AND RESTRUCTURE THE ARTICLE AND THE OFFENSES AND PENALTIES CONTAINED WITHIN IT; AND BY ADDING ARTICLE 5 TO CHAPTER 8, TITLE 16 SO AS TO CREATE ANTI-RACKETEERING PROVISIONS TO COMPLIMENT THE REVISED CRIMINAL ENTERPRISE SUPPRESSION ARTICLE, DEFINE NECESSARY TERMS, AND CREATE VARIOUS RACKETEERING OFFENSES AND ESTABLISH PENALTIES FOR VIOLATIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/85.docx
S. 86,Veteran Teacher Certificate Renewal,Young,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-26-42 SO AS TO PROVIDE THAT A PERSON WHO HOLDS A PROFESSIONAL CERTIFICATE ISSUED BY THE SOUTH CAROLINA DEPARTMENT OF EDUCATION FOR TWENTY OR MORE YEARS AND WHO TEACHES IN THIS STATE FOR TWENTY OR MORE YEARS MAY RENEW ANNUALLY THE CERTIFICATE BY PARTICIPATING IN REQUIRED DISTRICT PROFESSIONAL DEVELOPMENT WITHOUT HAVING TO SATISFY ANY ADDITIONAL RENEWAL REQUIREMENTS, AND TO PROVIDE THAT THESE PROVISIONS APPLY NOTWITHSTANDING THE PROVISIONS OF THE CERTIFICATE RENEWAL PLAN DEVELOPED BY THE OFFICE OF TEACHER CERTIFICATION OR ANOTHER PROVISION OF LAW.",https://www.scstatehouse.gov/sess126_2025-2026/bills/86.docx
S. 87,Hand Count Audit,Young,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 7-3-20, RELATING TO EXECUTIVE DIRECTOR OF THE STATE ELECTION COMMISSION, SO AS TO REQUIRE THAT A HAND-COUNT AUDIT BE CONDUCTED PUBLICLY.",https://www.scstatehouse.gov/sess126_2025-2026/bills/87.docx
S. 88,Prior Work Experience for Teachers,Young,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-25-60 SO AS TO PROVIDE THAT AN INDIVIDUAL'S PRIOR WORK EXPERIENCE MAY BE AWARDED ON AN INITIAL TEACHING CERTIFICATE IF THE PRIOR EXPERIENCE IS IN OR RELATED TO THE CONTENT FIELD OF THE CERTIFICATE, AND TO PROVIDE THAT EXISTING CERTIFICATE HOLDERS MAY ALSO RECEIVE THE SAME CREDIT FOR PRIOR WORK EXPERIENCE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/88.docx
S. 89,Military Affairs Advisory Council,Young,Family and Veterans' Services.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 25-11-100, RELATING TO SOUTH CAROLINA MILITARY BASE TASK FORCE, SO AS TO RENAME THE TASK FORCE THE SOUTH CAROLINA MILITARY AFFAIRS ADVISORY COUNCIL, TO REVISE THE COUNCIL'S MISSON, TO INCREASE THE MEMBERSHIP ON THE COUNCIL, TO MANDATE THAT THE COUNCIL MEETS AT LEAST ONE TIME EACH CALENDAR YEAR, AND TO MAKE CONFORMING CHANGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/89.docx
S. 90,South Carolina Hands-free Act,Young,Transportation.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS SO AS TO ENACT THE ""SOUTH CAROLINA HANDS-FREE AND DISTRACTED DRIVING ACT""; BY AMENDING SECTION 56-5-3890, RELATING TO THE UNLAWFUL USE OF A WIRELESS TELECOMMUNICATIONS DEVICE WHILE OPERATING A MOTOR VEHICLE, SO AS TO REVISE THE CIRCUMSTANCES UNDER WHICH IT IS UNLAWFUL TO USE A WIRELESS TELECOMMUNICATIONS DEVICE, TO CREATE THE OFFENSE OF DISTRACTED DRIVING AND PROVIDE PENALTIES, AND TO MAKE TECHNICAL REVISIONS; AND BY AMENDING SECTION 56-1-720, RELATING TO POINTS THAT MAY BE ASSESSED AGAINST A PERSON'S DRIVING RECORD FOR MOTOR VEHICLE DRIVING VIOLATIONS, SO AS TO PROVIDE THAT A SECOND OR SUBSEQUENT OFFENSE OF DISTRACTED DRIVING IS A TWO-POINT VIOLATION, TO PROVIDE THAT THE DEPARTMENT OF TRANSPORTATION SHALL NOTIFY MOTORISTS OF THE HANDS-FREE REQUIREMENTS AT CERTAIN POINTS ALONG THE STATE'S INTERSTATE HIGHWAYS, AND TO DEFINE NECESSARY TERMS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/90.docx
S. 91,Campaign Bank Account Statements,Young,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 8-13-1308, RELATING TO THE FILING OF CERTIFIED CAMPAIGN REPORTS BY CANDIDATES AND COMMITTEES, SO AS TO REQUIRE CANDIDATES AND COMMITTEES TO FILE CAMPAIGN BANK ACCOUNT STATEMENTS FOR THE PREVIOUS QUARTER'S CAMPAIGN REPORT CONTEMPORANEOUSLY WITH THEIR CAMPAIGN DISCLOSURES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/91.docx
S. 92,Magistrates,Young,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 22-1-10, RELATING TO THE APPOINTMENT OF MAGISTRATES, SO AS TO PROVIDE THAT A MAGISTRATE MAY SERVE IN HOLDOVER STATUS FOR NO MORE THAN FOURTEEN DAYS AT THE END OF HIS TERM, TO PROVIDE THAT THE GOVERNOR MAY APPOINT A TEMPORARY MAGISTRATE UNDER CERTAIN CIRCUMSTANCES, AND TO PROVIDE THAT ANY MAGISTRATE OR MAGISTRATE CANDIDATE WHO HAS BEEN REPRIMANDED BY THE SUPREME COURT OR ANY OTHER DISCIPLINARY AUTHORITY MAY NOT BE APPOINTED OR REAPPOINTED UNLESS APPROVED BY A MAJORITY OF THE SENATE AFTER THE SENATE IS INFORMED OF THE REPRIMAND OR DISCIPLINARY ACTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/92.docx
S. 93,Natural Gas Rate Stabilization Act,Young,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 58-5-410, RELATING TO AN ELECTION TO COME UNDER THE NATURAL GAS RATE STABILIZATION ACT, SO AS TO REMOVE THE PROVISION THAT AN ELECTION SHALL REMAIN IN EFFECT UNTIL THE NEXT GENERAL RATE PROCEEDING; BY AMENDING SECTION 58-5-415, RELATING TO THE DURATION OF AN ELECTION AND THE WITHDRAWAL OF A REQUEST TO COME UNDER THE NATURAL GAS RATE STABILIZATION ACT, SO AS TO PROVIDE THAT ELECTION BY A UTILITY UNDER THE NATURAL GAS RATE STABILIZATION ACT SHALL REMAIN IN EFFECT FOR FIVE YEARS AND THAT THE UTILITY MAY OPT OUT; BY AMENDING SECTION 58-5-420, RELATING TO THE CONTENTS OF AN ORDER, SO AS TO REMOVE CERTAIN REQUIREMENTS FOR FIGURES; BY AMENDING SECTION 58-5-450, RELATING TO THE REVIEW OF REPORTS AND PROPOSED TARIFF RATE ADJUSTMENTS, SO AS TO PROVIDE THAT THE OFFICE OF REGULATORY STAFF SHALL PROPOSE CHANGES TO RATE DESIGN; BY AMENDING SECTION 58-5-470, RELATING TO THE REVIEW OF INITIAL ORDERS, SCOPE, AND RULE TO SHOW CAUSE FOR WHY A FULL RATE PROCEEDING SHOULD NOT BE INITIATED, SO AS TO PROVIDE THAT THE RIGHT OF REGULATORY STAFF TO FILE CERTAIN ACTIONS IS NOT LIMITED; AND BY ADDING SECTION 58-5-416 SO AS TO PROVIDE A LIMITATION ON THE DURATION OF ELECTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/93.docx
S. 94,SC Education Bank Act,Sabb and Graham,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS SO AS TO ENACT THE ""SOUTH CAROLINA EDUCATION BANK ACT""; AND BY ADDING CHAPTER 59 TO TITLE 11 SO AS TO CREATE THE ""SOUTH CAROLINA EDUCATION BANK"", TO ESTABLISH A GOVERNING BOARD, TO PROVIDE FOR THE POWERS OF THE BANK, TO FUND THE BANK, TO PROVIDE LIABILITY PROTECTIONS, TO PROVIDE FOR DEPOSITS, TO PROVIDE FOR ANNUAL REPORTING REQUIREMENTS, TO PROVIDE FOR LOCAL SCHOOL BOARD FUNDING REQUEST REQUIREMENTS, AND TO DEFINE NECESSARY TERMS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/94.docx
S. 95,Ballot Initiative,Matthews,Judiciary.,"A JOINT RESOLUTION ESTABLISH A SPECIFIED PROCEDURE FOR THE ENACTMENT OR REPEAL OF LAWS BY INITIATIVE PETITION AND REFERENDUM, TO AMEND THE CONSTITUTION OF SOUTH CAROLINA, 1895, BY ADDING SECTION 1B TO ARTICLE III SO AS TO PROVIDE THE NUMBER OF SIGNATURES REQUIRED AND THE TIME PERIOD OVER WHICH THE SIGNATURES MUST BE COLLECTED, TO REQUIRE IN AN INITIATIVE THE AMOUNT AND SOURCE OF REVENUE FOR IMPLEMENTATION, TO PROVIDE THOSE MATTERS WHICH MAY NOT BE THE SUBJECT OF AN INITIATIVE PETITION, AND TO REQUIRE A CERTIFIED INITIATIVE TO BE FILED WITH EACH BRANCH OF THE GENERAL ASSEMBLY, WHICH BY MAJORITY VOTE MAY ADOPT, AMEND, OR REJECT THE INITIATIVE; TO PROVIDE THE PROPOSED AMENDMENT TO ARTICLE III OF THE CONSTITUTION OF SOUTH CAROLINA, 1895, TO BE PLACED ON THE NEXT GENERAL ELECTION FOR REPRESENTATIVES; TO AMEND THE CONSTITUTION OF SOUTH CAROLINA, 1895, BY ADDING SECTION 4 TO ARTICLE XVI SO AS TO ESTABLISH A PROCEDURE FOR AN INITIATIVE METHOD OF AMENDING THE CONSTITUTION OF THIS STATE; AND PROVIDE THE PROPOSED AMENDMENT TO ARTICLE XVI OF THE CONSTITUTION OF SOUTH CAROLINA, 1895,  TO BE PLACED ON THE NEXT GENERAL ELECTION FOR REPRESENTATIVES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/95.docx
S. 96,Clerk of Court Requirements,Matthews,Judiciary.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 17-17-15 SO AS TO PROVIDE QUALIFICATIONS TO BE ELIGIBLE TO HOLD THE OFFICE OF THE COUNTY CLERK OF COURT OF THE COMMON PLEAS.,https://www.scstatehouse.gov/sess126_2025-2026/bills/96.docx
S. 97,County Treasurer Qualifications,Matthews,Finance.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 12-45-25 SO AS TO PROVIDE QUALIFICATIONS TO BE ELIGIBLE TO HOLD THE OFFICE OF COUNTY TREASURER.,https://www.scstatehouse.gov/sess126_2025-2026/bills/97.docx
S. 98,County Auditor Qualifications,Matthews,Finance.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 12-39-25 SO AS TO PROVIDE QUALIFICATIONS TO BE ELIGIBLE TO HOLD THE OFFICE OF THE COUNTY AUDITOR.,https://www.scstatehouse.gov/sess126_2025-2026/bills/98.docx
S. 99,Enhancement of penalties on assault crimes,Matthews,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 22 TO CHAPTER 3, TITLE 16 SO AS TO PROVIDE ADDITIONAL PENALTIES FOR PERSONS WHO COMMIT CERTAIN DELINEATED CRIMES WHEN THE VICTIM WAS INTENTIONALLY SELECTED BASED ON CERTAIN FACTORS, AND TO PROVIDE THAT VICTIMS OF A VIOLATION OF THE ARTICLE MAY BRING A CIVIL ACTION FOR DAMAGES SUSTAINED.",https://www.scstatehouse.gov/sess126_2025-2026/bills/99.docx
S. 100,Pharmacy insurance benefits cost-sharing,Gambrell,Banking and Insurance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 38-71-292 AND SECTION 38-71-820 BOTH SO AS TO DEFINE TERMS AND OUTLINE THE APPLICABILITY AND REQUIREMENTS FOR COST SHARING FOR INSURERS; BY ADDING SECTION 38-71-2270 SO AS TO DEFINE TERMS AND OUTLINE THE APPLICABILITY AND REQUIREMENTS FOR COST SHARING FOR PHARMACY BENEFIT MANAGERS; AND BY AMENDING SECTION 38-71-2200, RELATING TO DEFINITIONS CONCERNING PHARMACY BENEFITS MANAGERS, SO AS TO MAKE CONFORMING CHANGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/100.docx
S. 101,Firefighter registration requirements,Gambrell,"Labor, Commerce and Industry.","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 40-80-50, RELATING TO INFORMATION REQUIREMENTS CONCERNING THE REGISTRATION OF FIREFIGHTERS BY THE OFFICE OF THE STATE FIRE MARSHAL, SO AS TO REVISE AND CLARIFY THE REQUIREMENTS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/101.docx
S. 102,Operating millage rates,Gambrell and Massey,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 6-1-320, RELATING TO MILLAGE RATE INCREASE LIMITATIONS, SO AS TO ALLOW A MUNICIPALITY WITHOUT AN OPERATING MILLAGE ON JANUARY 1, 2025, OR A MUNICIPALITY THAT INCORPORATES AFTER JANUARY 1, 2025, TO IMPOSE AN OPERATING MILLAGE AND TO IMPOSE LIMITATIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/102.docx
S. 103,Labeling of Synthetic Food Product,Climer,Agriculture and Natural Resources.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 47-17-510, RELATING TO THE PROHIBITION AGAINST MISLEADING OR DECEPTIVE PRACTICES, LABELING, OR MISREPRESENTING PRODUCT THAT IS CELL-CULTURED MEAT, SO AS TO DEFINE CELL-CULTIVATED FOOD PRODUCT AND REQUIRE THE ACCURATE LABELING OF CELL-CULTIVATED FOOD PRODUCT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/103.docx
S. 104,Library funding,Rice,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 60-9-15 SO AS TO PROVIDE FOR THE MANNER OF ALLOCATING AMOUNTS APPROPRIATED FOR AID TO COUNTY LIBRARIES, AND TO PROVIDE THAT IN ORDER TO RECEIVE THESE FUNDS COUNTY LIBRARIES MUST CERTIFY TO THE STATE LIBRARY THAT THEY DO NOT OFFER ANY BOOKS OR MATERIALS THAT APPEAL TO THE PRURIENT INTERESTS OF CHILDREN UNDER THE AGE OF SEVENTEEN IN CHILDREN, YOUTH, OR TEEN BOOK SECTIONS AND ARE ONLY AVAILABLE WITH PARENTAL CONSENT, AND TO PROVIDE COUNTY LIBRARIES MUST RECERTIFY COMPLIANCE WITH THIS PROVISION QUARTERLY BEFORE IT MAY RECEIVE A DISBURSEMENT OF THESE FUNDS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/104.docx
S. 105,Convention of the States,Rice,Judiciary.,"A CONCURRENT RESOLUTION TO MAKE APPLICATION BY THE STATE OF SOUTH CAROLINA UNDER ARTICLE V OF THE UNITED STATES CONSTITUTION FOR A CONVENTION OF THE STATES TO BE CALLED, RESTRICTED TO PROPOSING AN AMENDMENT TO THE UNITED STATES CONSTITUTION TO SET A LIMIT ON THE NUMBER OF TERMS THAT A PERSON MAY BE ELECTED AS A MEMBER OF THE UNITED STATES HOUSE OF REPRESENTATIVES AND TO SET A LIMIT ON THE NUMBER OF TERMS THAT A PERSON MAY BE ELECTED AS A MEMBER OF THE UNITED STATES SENATE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/105.docx
S. 106,Limitation on alien land ownership,Rice,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 27-13-30, RELATING TO THE LIMITATION ON OWNERSHIP OR CONTROL OF LAND IN THIS STATE BY ALIENS OR CORPORATIONS OWNED BY ALIENS, SO AS TO REDUCE THE LIMITATION TO ONE THOUSAND ACRES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/106.docx
