Bill Name,Summary,Representative,Committee,Preamble,Word Link
H. 3455,School Boards,Rep. Collins,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-17-10, RELATING TO SCHOOL DISTRICTS, SO AS TO PROVIDE SCHOOL DISTRICTS SHALL BE RESPONSIBLE FOR THE DISCIPLINE OF STUDENTS WITHIN THAT SCHOOL DISTRICT; BY ADDING CHAPTER 9 TO TITLE 59 SO AS TO ESTABLISH THE OFFICE OF SCHOOL DISTRICTS ADMINISTRATION IN THE GOVERNOR'S OFFICE, TO PROVIDE FOR THE APPOINTMENT OF THE EXECUTIVE DIRECTOR, TO PROVIDE THE OFFICE OF SCHOOL DISTRICTS ADMINISTRATION TO BE RESPONSIBLE FOR THE SELECTION AND OVERSIGHT OF LOCAL SCHOOL DISTRICT SUPERINTENDENTS, TO PROHIBIT LOCAL SCHOOL DISTRICTS FROM ENTERING INTO A NEW CONTRACT OR EXTENDING A CONTRACT FOR A DISTRICT SUPERINTENDENT, TO ABOLISH THE STATE BOARD OF EDUCATION, AND TO ABOLISH THE EDUCATION OVERSIGHT COMMITTEE; AND BY REPEALING CHAPTER 5 OF TITLE 59 RELATING TO THE STATE BOARD OF EDUCATION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3455.docx
H. 3456,Abolish State Board of Education,Rep. Collins,Judiciary,"A JOINT RESOLUTION PROPOSING AN AMENDMENT TO SECTION 1, ARTICLE XI OF THE CONSTITUTION OF SOUTH CAROLINA, RELATING TO THE STATE BOARD OF EDUCATION, SO AS TO ABOLISH THE STATE BOARD OF EDUCATION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3456.docx
H. 3457,Human Life Protection Act,,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""HUMAN LIFE PROTECTION ACT"" BY ADDING SECTION 44-41-615 SO AS TO PROHIBIT ALL ABORTIONS IN THE STATE OF SOUTH CAROLINA, WITH AN EXCEPTION FOR MEDICAL EMERGENCIES, AND TO ESTABLISH PENALTIES; BY ADDING SECTION 44-41-685 SO AS TO ADDRESS A WOMAN'S RIGHT TO ANONYMITY IN RELATED LEGAL PROCEEDINGS; BY AMENDING SECTIONS 44-41-610, 44-41-620, 44-41-630, AND 44-41-640, ALL RELATING TO THE ""FETAL HEARTBEAT AND PROTECTION FROM ABORTION ACT,"" SO AS TO MAKE CONFORMING CHANGES AND TO ADDRESS ACCESS TO CONTRACEPTIVES AND ASSISTED REPRODUCTIVE TECHNOLOGIES; BY PROVIDING THE GENERAL ASSEMBLY THE RIGHT TO INTERVENE IN LEGAL CHALLENEGES TO THE ACT; BY AMENDING SECTION 44-41-37, RELATING TO ABORTION COUNSELING FOR MINORS, SO AS TO ELIMINATE REFERENCE TO A JUDICIAL BYPASS PROCEDURE; BY AMENDING SECTIONS 44-41-60 AND 44-41-90, RELATING TO REPORTING OF ABORTIONS AND PUBLIC FUNDING OF ABORTIONS RESPECTIVELY, SO AS TO MAKE CONFORMING CHANGES; BY REPEALING SECTIONS 44-41-32, 44-41-33, AND 44-41-34 RELATING TO A JUDICIAL BYPASS PROCEDURE FOR MINORS SEEKING AN ABORTION; BY REPEALING SECTIONS 44-41-650 AND 44-41-660 RELATING TO EXCEPTIONS FOR RAPE AND INCEST AND FOR FATAL FETAL ANOMALY RESPECTIVELY; AND TO RETITLE ARTICLE 6 OF CHAPTER 41, TITLE 44, AS THE ""HUMAN LIFE PROTECTION ACT.""",https://www.scstatehouse.gov/sess126_2025-2026/bills/3457.docx
H. 3458,Religious Institutions Affordable Housing Act,Rep. Jones,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""RELIGIOUS INSTITUTIONS AFFORDABLE HOUSING ACT"" BY ADDING SECTION 31-1-60 SO AS TO PROVIDE THAT A RELIGIOUS ORGANIZATION MAY BUILD CERTAIN AFFORDABLE HOUSING AND MAINTAIN ITS PROPERTY TAX EXEMPT STATUS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3458.docx
H. 3459,Voter registration,Rep. W. Newton,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 7-5-290 SO AS TO REQUIRE ORGANIZATIONS THAT INTEND TO CONDUCT VOTER REGISTRATION DRIVES TO REGISTER WITH THE STATE ELECTION COMMISSION AND COMPLY WITH CERTAIN OTHER REQUIREMENTS; BY AMENDING SECTION 7-1-25, RELATING TO THE MEANING OF ""DOMICILE"" FOR VOTING PURPOSES, SO AS TO REMOVE CERTAIN FACTORS FROM CONSIDERATION IN DETERMINING A PERSON'S DOMICILE, AND TO CLARIFY THAT A PERSON IS CONSIDERED TO HAVE CHANGED HIS DOMICILE IF HE REGISTERS TO VOTE OR VOTES IN ANOTHER JURISDICTION; BY AMENDING SECTION 7-3-20, RELATING TO THE DUTIES OF THE EXECUTIVE DIRECTOR OF THE STATE ELECTION COMMISSION, SO AS TO INCLUDE OVERSEEING THE REGISTRATION OF THIRD-PARTY VOTER REGISTRATION ORGANIZATIONS; BY AMENDING SECTION 7-3-60, RELATING TO REPORTS OF PERSONS CONVICTED OF CERTAIN OFFENSES FURNISHED BY CLERKS AND MAGISTRATES TO THE EXECUTIVE DIRECTOR OF THE STATE ELECTION COMMISSION, SO AS TO ALSO REQUIRE QUARTERLY REPORTS OF PERSONS WHO HAVE INDICATED IN RESPONSE TO JUROR SUMMONSES THAT THEY ARE NOT UNITED STATES CITIZENS; BY AMENDING SECTION 7-5-170, RELATING TO INFORMATION CONTAINED ON VOTER REGISTRATION APPLICATIONS, SO AS TO REQUIRE AN APPLICANT TO PROVIDE HIS DRIVER'S LICENSE OR STATE IDENTIFICATION CARD NUMBER OR, IF NONE, HIS SOCIAL SECURITY NUMBER; BY AMENDING SECTION 7-5-185, RELATING TO ELECTRONIC APPLICATIONS FOR VOTER REGISTRATION, SO AS TO REQUIRE AN APPLICANT'S DRIVER'S LICENSE OR STATE IDENTIFICATION CARD NUMBER, OR THE LAST FOUR DIGITS OF HIS SOCIAL SECURITY NUMBER; BY AMENDING SECTION 7-25-10, RELATING TO FALSE SWEARING IN APPLYING FOR REGISTRATION, SO AS TO INCREASE THE PENALTIES FOR VIOLATIONS OF THIS SECTION; AND BY ADDING SECTION 7-25-25 SO AS TO PROVIDE THAT IT IS UNLAWFUL TO KNOWINGLY FILL OUT INFORMATION ON ANOTHER PERSON'S VOTER REGISTRATION APPLICATION WITHOUT THAT PERSON'S KNOWLEDGE, AND TO PROVIDE PENALTIES FOR VIOLATIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3459.docx
H. 3460,Electronic records,,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 1-17-142 SO AS TO AUTHORIZE A LAW ENFORCEMENT OFFICER, A CIRCUIT SOLICITOR, OR THE ATTORNEY GENERAL TO REQUIRE THE DISCLOSURE OF ELECTRONIC COMMUNICATIONS AND OTHER RELATED RECORDS BY A PROVIDER OF AN ELECTRONIC COMMUNICATION SERVICE OR REMOTE COMPUTING SERVICE UNDER CERTAIN CIRCUMSTANCES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3460.docx
H. 3461,Income tax exemption,Rep. Lawson,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 12-6-1120, RELATING TO GROSS INCOME, SO AS TO EXCLUDE CERTAIN FIRST RESPONDER WAGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3461.docx
H. 3462,Rental housing,Rep. Jones,"Labor, Commerce and Industry",A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 27-33-60 SO AS TO PROVIDE THAT CERTAIN LANDLORDS SHALL PROVIDE CERTAIN INFORMATION TO PROSPECTIVE TENANTS REGARDING FEES AND TO PROVIDE FOR CERTAIN NOTICES AFTER A DENIAL.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3462.docx
H. 3463,Property tax exemption,Rep. Lawson,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 12-37-220, RELATING TO PROPERTY TAX EXEMPTIONS, SO AS TO PROVIDE THAT CERTAIN SURVIVING SPOUSES ARE ELIGIBLE FOR THE EXEMPTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3463.docx
H. 3464,Income tax credit,Rep. Bowers,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""SMALL BUSINESS EMERGENCY PREPAREDNESS INCOME TAX CREDIT ACT"" BY ADDING SECTION 12-6-3830 SO AS TO PROVIDE AN INCOME TAX CREDIT FOR A SMALL BUSINESS THAT PURCHASES A GENERATOR.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3464.docx
H. 3465,Food desert tax credit,Rep. Jones,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 12-6-3830 SO AS TO PROVIDE FOR AN INCOME TAX CREDIT FOR A GROCER THAT OPENS A NEW LOCATION IN A FOOD DESERT; AND BY AMENDING SECTION 12-36-2120, RELATING TO SALES TAX EXEMPTIONS, SO AS TO PROVIDE A SALES TAX EXEMPTION FOR CERTAIN PURCHASES MADE BY A GROCER THAT OPERATES A NEW STORE LOCATED IN A FOOD DESERT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3465.docx
H. 3466,Income tax credit,Rep. Jones,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""SOUTH CAROLINA COMMUNITY JOBS ACT"" BY ADDING SECTION 12-6-3830 SO AS TO PROVIDE AN INCOME TAX CREDIT FOR AN ELIGIBLE EMPLOYER THAT HIRES CERTAIN EMPLOYEES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3466.docx
H. 3467,School district surplus land,Rep. Jones,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 12-37-220, RELATING TO PROPERTY TAX EXEMPTIONS, SO AS TO PROVIDE AN EXEMPTION FOR CERTAIN AFFORDABLE HOUSING; AND BY ADDING SECTION 59-17-180 SO AS TO PROVIDE THAT A SCHOOL DISTRICT IS AUTHORIZED TO USE SURPLUS LAND FOR THE DEVELOPMENT OF CERTAIN AFFORDABLE HOUSING.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3467.docx
H. 3468,Lottery scholarships,Rep. Jones,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""SOUTH CAROLINA LOTTERY SCHOLARSHIP INCREASE AND INFLATION ADJUSTMENT ACT"" BY ADDING SECTION 59-150-420 SO AS TO INCREASE CERTAIN LOTTERY SCHOLARSHIPS BY TWENTY-FIVE PERCENT AND TO PROVIDE FOR FUTURE INCREASES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3468.docx
H. 3469,Accessory Dwelling Unit Affordable Housing Incentive Act,Rep. Jones,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""ACCESSORY DWELLING UNIT AFFORDABLE HOUSING INCENTIVE ACT"" BY AMENDING SECTION 12-37-220, RELATING TO PROPERTY TAX EXEMPTIONS SO AS TO PROVIDE A PROPERTY TAX EXEMPTION FOR CERTAIN ACCESSORY DWELLING UNITS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3469.docx
H. 3470,School District Consolidation,Rep. Collins,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-17-35 SO AS TO REQUIRE COUNTYWIDE SCHOOL DISTRICTS NO LATER THAN JULY 1, 2027; AND BY ADDING SECTION 59-17-36 SO AS TO PROVIDE FOR THE CONSOLIDATION OF COUNTYWIDE SCHOOL DISTRICTS BY JULY 1, 2032.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3470.docx
H. 3471,"Sexual exploitation of minors, morphed child pornography",,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-15-375, RELATING TO DEFINITIONS APPLICABLE TO CERTAIN OFFENSES AGAINST MINORS, SO AS TO DEFINE THE TERM ""IDENTIFIABLE MINOR""; BY AMENDING SECTION 16-15-395, RELATING TO FIRST DEGREE SEXUAL EXPLOITATION OF A MINOR, BY AMENDING SECTION 16-15-405, RELATING TO SECOND DEGREE SEXUAL EXPLOITATION OF A MINOR, AND BY AMENDING SECTION 16-15-410, RELATING TO THIRD DEGREE SEXUAL EXPLOITATION OF A MINOR, ALL SO AS TO INCORPORATE IDENTIFIABLE MINORS INTO THE PURVIEW OF THE STATUE TO ADDRESS MORPHED CHILD IMAGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3471.docx
H. 3472,Small Estates,Rep. McCabe,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 62-3-1201, RELATING TO COLLECTION OF PERSONAL PROPERTY BY AFFIDAVIT, SO AS TO INCREASE THE LIMIT OF AN ESTATE TO FIFTY THOUSAND DOLLARS; BY AMENDING SECTION 62-3-1203, RELATING TO SMALL ESTATES AND SUMMARY ADMINISTRATIVE PROCEDURE, SO AS TO INCREASE THE LIMIT OF AN ESTATE TO FIFTY THOUSAND DOLLARS; AND BY AMENDING SECTION 62-3-1204, RELATING TO SMALL ESTATES AND CLOSING BY SWORN STATEMENT OF PERSONAL REPRESENTATIVE, SO AS TO INCREASE THE LIMIT OF AN ESTATE TO FIFTY THOUSAND DOLLARS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3472.docx
H. 3473,Land Disturbing Exemptions from Stormwater Management and Sediment Reduction Act,Rep. McCabe,"Agriculture, Natural Resources and Environmental Affairs","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 48-14-40, RELATING TO CERTAIN LAND-DISTURBING ACTIVITIES EXEMPT FROM PROVISIONS OF CHAPTER 14, TITLE 48, SO AS TO INCLUDE AGRICULTURAL STRUCTURES USED TO HOUSE LIVESTOCK, POULTRY, CROPS, OR OTHER AGRICULTURAL PRODUCTS, MATERIAL OR EQUIPMENT, AS WELL AS OTHER TYPES OF AGRICULTURAL STRUCTURES OF ONE OR MORE ACRES UNDER CERTAIN CIRCUMSTANCES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3473.docx
H. 3474,Transportation Network Companies,Rep. Stavrinakis,"Labor, Commerce and Industry","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 58-23-1610, RELATING TO DEFINITIONS APPLICABLE TO THE TRANSPORTATION NETWORK COMPANY ACT, SO AS TO REVISE THE DEFINITION OF ""PERSONAL VEHICLE""; AND BY AMENDING SECTION 58-23-1610, RELATING TO DEFINITIONS, SO AS TO REVISE THE DEFINITION OF ""PREARRANGED RIDE.""",https://www.scstatehouse.gov/sess126_2025-2026/bills/3474.docx
H. 3475,Lobbyist Reports and Prohibited Financial Gains and Contributions,Rep. Stavrinakis,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 2-17-30, RELATING TO A LOBBYIST'S REPORT OF LOBBYING ACTIVITIES, SO AS TO REQUIRE AN ADDITIONAL REPORT WHEN A LOBBYIST HAS PERFORMED LOBBYING ACTIVITIES OR HAD OTHER WORK-RELATED CONTACT WITH A MEMBER OR EMPLOYEE OF THE PUBLIC SERVICE COMMISSION OR THE OFFICE OF REGULATORY STAFF; BY AMENDING SECTION 2-17-35, RELATING TO A LOBBYIST'S REPORT OF LOBBYING ACTIVITIES, SO AS TO REQUIRE AN ADDITIONAL REPORT WHEN A LOBBYIST ACTING ON BEHALF OF A LOBBYIST'S PRINCIPAL HAS PERFORMED LOBBYING ACTIVITIES OR HAD WORK-RELATED CONTACT WITH A MEMBER OR EMPLOYEE OF THE PUBLIC SERVICE COMMISSION OR THE OFFICE OF REGULATORY STAFF; BY AMENDING SECTION 8-13-700, RELATING TO USE OF OFFICIAL POSITION FOR FINANCIAL GAIN, SO AS TO PROHIBIT MEMBERS OR EMPLOYEES OF THE PUBLIC SERVICE COMMISSION OR THE OFFICE OF REGULATORY STAFF FROM RECEIVING ANYTHING OF VALUE FROM A UTILITY, COMPANY, CORPORATION, ENTITY, JOINT VENTURE, OR PERSON WHOSE BUSINESS, ENTERPRISE, OPERATIONS, OR ACTIVITIES ARE REGULATED, WHETHER WHOLLY OR IN PART, BY A GOVERNMENTAL REGULATORY AGENCY PURSUANT TO TITLE 58; AND BY AMENDING SECTION 8-13-1332, RELATING TO UNLAWFUL CONTRIBUTIONS AND EXPENDITURES, SO AS TO PROHIBIT A UTILITY, COMPANY, CORPORATION, ENTITY, JOINT VENTURE, OR PERSON, WHOSE BUSINESS, ENTERPRISE, OPERATIONS, OR ACTIVITIES ARE REGULATED WHETHER WHOLLY OR IN PART, BY A GOVERNMENTAL REGULATORY AGENCY PURSUANT TO TITLE 58 FROM OFFERING, FACILITATING, OR PROVIDING A CAMPAIGN CONTRIBUTION TO A MEMBER OF THE GENERAL ASSEMBLY OR A CANDIDATE FOR THE GENERAL ASSEMBLY, OR A STATEWIDE CONSTITUTIONAL OFFICER OR A CANDIDATE FOR A STATEWIDE CONSTITUTIONAL OFFICE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3475.docx
H. 3476,Higher education accrediting agencies,Rep. Beach,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 3 TO CHAPTER 103, TITLE 59 SO AS TO ENTITLE THE ARTICLE ""ACCREDITING AGENCIES""; TO PROVIDE NECESSARY DEFINITIONS; AND TO PROVIDE ACCREDITING AGENCIES OF INSTITUTIONS OF HIGHER LEARNING IN THIS STATE MAY NOT TAKE ACTION ON ACCREDITATION BASED ON CERTAIN FACTORS CONCERNING DIVERSITY, EQUITY, AND INCLUSION ENGAGEMENT, DATA, OR REQUIRED STATEMENTS; AND TO PROVIDE MEANS OF REDRESS FOR VIOLATIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3476.docx
H. 3477,Maximum potential employment benefits,,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 41-35-50, RELATING TO THE MAXIMUM UNEMPLOYMENT INSURANCE BENEFITS ALLOWED IN A BENEFIT YEAR, SO AS TO BASE THE DURATION OF UNEMPLOYMENT BENEFITS ALLOWED ON SEASONALLY ADJUSTED STATEWIDE UNEMPLOYMENT RATES, TO PROVIDE REQUIREMENTS FOR CALCULATING THE RATES, AND TO PROVIDE THE DEPARTMENT OF EMPLOYMENT AND WORKFORCE SHALL PROMULGATE CERTAIN RELATED REGULATIONS; AND BY AMENDING SECTION 41-35-120, RELATING TO DISQUALIFICATION FOR BENEFITS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3477.docx
H. 3478,Mental Health in Schools Act,Rep. Garvin,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""MENTAL HEALTH IN SCHOOLS ACT"" BY ADDING SECTION 59-1-373 SO AS TO ESTABLISH THE GOAL OF OFFERING ANNUAL MENTAL HEALTH SCREENINGS TO STUDENTS IN GRADES SIX THROUGH TWELVE TO REDUCE RISKS RELATED TO STUDENTS' UNMET MENTAL AND BEHAVIORAL HEALTH NEEDS AND IMPROVE PHYSICAL AND MENTAL HEALTH OUTCOMES FOR YOUNG PEOPLE IN THIS STATE, TO CREATE THE MENTAL HEALTH SCREENING PROGRAM IN THE STATE DEPARTMENT OF EDUCATION AND TO PROVIDE THE PURPOSE AND RESPONSIBILITIES OF THE PROGRAM, TO PROVIDE OTHER SERVICES AND REQUIREMENTS CONCERNING MENTAL AND BEHAVIORAL HEALTH SERVICES TO STUDENTS, AND TO PROVIDE RELATED RESPONSIBILITIES OF THE STATE DEPARTMENT OF HEALTH AND HUMAN SERVICES, AMONG OTHER THINGS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3478.docx
H. 3479,Skills-Based Hiring Act,Rep. Garvin,"Labor, Commerce and Industry","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""SKILLS-BASED HIRING ACT"" BY ADDING ARTICLE 5 TO CHAPTER 1, TITLE 40 SO AS TO PROVIDE CERTAIN SKILLS-BASED HIRING INITIATIVES TO REMOVE UNNECESSARY BARRIERS TO EMPLOYMENT BY CUTTING RED TAPE AND ADDRESSING WORKFORCE SHORTAGES ACROSS SKILLED JOBS, AND TO INCLUDE AMONG THESE INITIATIVES AN EXPEDITED PROFESSIONAL AND OCCUPATIONAL LICENSING PROCESS FOR PERSONS LICENSED IN OTHER STATES, APPRENTICESHIP OPPORTUNITIES TO PROVIDE OCCUPATIONAL LICENSING THROUGH QUALIFIED APPRENTICESHIPS, AND PUBLIC SECTOR REGISTERED APPRENTICESHIP PROGRAMS AS A PATHWAY TO FULL-TIME PERMANENT APPOINTMENTS OR EMPLOYMENT IN STATE GOVERNMENT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3479.docx
H. 3480,Healthcare Workplace Security Act,Rep. Gilliard,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""HEALTHCARE WORKPLACE SECURITY ACT""; BY AMENDING SECTION 16-3-600, RELATING TO ASSAULT AND BATTERY OFFENSES, AND DEFINITIONS, SO AS TO INCLUDE ASSAULT AND BATTERY OFFENSES COMMITTED WITHIN HEALTHCARE FACILITIES UPON HEALTHCARE WORKERS, TO DEFINE ""HEALTHCARE FACILITY"" AND ""HEALTHCARE WORKER,"" AND TO PROVIDE THAT THE HEALTHCARE FACILITY'S ADDRESS SHALL SERVE AS THE ADDRESS OF A HEALTHCARE WORKER WHO IS A VICTIM OF ASSAULT AND BATTERY WITHIN A HEALTHCARE FACILITY.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3480.docx
H. 3481,Off-site cosmetology services,Rep. McDaniel,"Medical, Military, Public and Municipal Affairs","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 40-13-265 SO AS TO PROVIDE LICENSED COSMETOLOGISTS, ESTHETICIANS, AND NAIL TECHNICIANS MAY PROVIDE SERVICES PERMITTED FOR WHICH THEY ARE LICENSED ON LOCATION IN THE HOME OF A CLIENT OR AT CERTAIN EVENT VENUES; AND BY AMENDING SECTION 40-13-110, RELATING TO GROUNDS FOR REVOCATIONS, SUSPENSIONS, OR RESTRICTIONS OF LICENSES ISSUED BY THE BOARD OF COSMETOLOGY, SO AS TO MAKE CONFORMING CHANGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3481.docx
H. 3482,School harassment and bullying reporting,Rep. McDaniel,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-63-155 SO AS TO PROVIDE SCHOOL ADMINISTRATORS QUARTERLY SHALL COMPILE AND REPORT INCIDENTS OF HARASSMENT, INTIMIDATION, AND BULLYING TO THE STATE DEPARTMENT OF EDUCATION, TO PROVIDE RELATED REQUIREMENTS OF THE DEPARTMENT, AND TO PROVIDE PENALTIES FOR NONCOMPLIANCE; BY AMENDING SECTION 59-63-130, RELATING TO MANDATORY REPORTING OF CONDUCT PROHIBITED UNDER THE SAFE SCHOOL CLIMATE ACT, SO AS TO PROVIDE PENALTIES FOR NONCOMPLIANCE; AND BY AMENDING SECTION 59-63-150, RELATING TO REMEDIES AND IMMUNITIES UNDER THE SAFE SCHOOL CLIMATE ACT, SO AS TO IMPOSE STRINGENT PENALTIES FOR NONCOMPLIANCE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3482.docx
H. 3483,Blow-dry styling services,Rep. McDaniel,"Medical, Military, Public and Municipal Affairs","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 40-7-20, RELATING TO DEFINITIONS CONCERNING THE REGULATION OF BARBERS AND BARBERING, SO AS TO DEFINE ""BLOW-DRY STYLING""; BY AMENDING SECTION 40-7-390, RELATING TO PERSONS EXEMPT FROM REGULATION BY THE BOARD OF BARBER EXAMINERS, SO AS TO EXEMPT PERSONS PROVIDING BLOW-DRY STYLING SERVICES; BY AMENDING SECTION 40-13-20, RELATING TO DEFINITIONS CONCERNING THE REGULATION OF COSMETOLOGY AND COSMETOLOGISTS, SO AS TO DEFINE ""BLOW-DRY STYLING""; AND BY AMENDING SECTION 40-13-360, RELATING TO EXEMPTIONS FROM REGULATION BY THE BOARD OF COSMETOLOGY, SO AS TO EXEMPT PERSONS PROVIDING BLOW-DRY STYLING SERVICES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3483.docx
H. 3484,Hair braiders and makeup artists,Rep. McDaniel,"Medical, Military, Public and Municipal Affairs","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 40-7-20, RELATING TO DEFINITIONS CONCERNING BARBERS AND BARBERING, SO AS TO REVISE THE DEFINITION OF ""HAIR BRAIDING""; BY AMENDING SECTION 40-7-390, RELATING TO PERSONS EXEMPT FROM REGULATION BY THE STATE BOARD OF BARBER EXAMINERS, SO AS TO EXEMPT PERSONS PROVIDING HAIR BRAIDING AND PERSONS PROVIDING MAKE-UP ARTISTRY; BY AMENDING SECTION 40-13-360, RELATING TO PERSONS EXEMPT FROM REGULATION BY THE STATE BOARD OF COSMETOLOGY, SO AS TO EXEMPT PERSONS PROVIDING HAIR BRAIDING AND PERSONS PROVIDING MAKE-UP ARTISTRY; AND BY REPEALING SECTION 40-7-255 RELATING TO THE REGULATION OF HAIR-BRAIDING PRACTITIONERS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3484.docx
H. 3485,School district audits,Rep. McDaniel,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 11-7-20, RELATING TO ANNUAL AUDITS OF STATE AGENCIES AND OTHER PUBLICLY FUNDED ENTITIES BY THE STATE AUDITOR, SO AS TO PROVIDE THE STATE AUDITOR ALSO SHALL ANNUALLY AUDIT EACH COUNTY, COUNTY AGENCY AND OFFICE, MUNICIPALITY, MUNICIPAL AGENCY AND OFFICE, JUDICIAL OFFICE, AND SCHOOL DISTRICT; BY REPEALING SECTION 4-9-150 RELATING TO COUNTY AUDITS; BY REPEALING SECTION 5-7-240 RELATING TO MUNICIPAL AUDITS; BY REPEALING SECTION 59-17-100 RELATING TO SCHOOL DISTRICT AUDIT REPORTS; AND BY REPEALING SECTION 11-7-25 RELATING TO PERIOD AUDITS OF CERTAIN COUNTY AND MUNICIPAL OFFICES BY THE STATE AUDITOR.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3485.docx
H. 3486,Student and Administration Equality Act,Rep. McDaniel,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""STUDENT AND ADMINISTRATION EQUALITY ACT; BY ADDING ARTICLE 4 TO CHAPTER 101, TITLE 59 SO AS TO DEFINE NECESSARY TERMS, TO PROVIDE REQUIREMENTS AND PROCEDURES CONCERNING STUDENT AND STUDENT ORGANIZATION DISCIPLINARY MATTERS AT PUBLIC INSTITUTIONS OF HIGHER LEARNING, AND TO MAKE THESE PROVISIONS APPLICABLE TO DISCIPLINARY PROCEEDINGS BEGINNING ON OR AFTER THE EFFECTIVE DATE OF THIS ACT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3486.docx
